Timestamp ,BUC1 Power State,BUC1 Power Level,BUC1 10Mhz ,BUC2 Power State,BUC2 Power Level,BUC2 10Mhz,Antenna AGC,Antenna MuteState,Antenna Baseball
1616791065,1,1559,0,1,1660,0,69 
1616791095,1,1564,0,1,1660,0,69 
1616791126,1,1569,0,1,1661,0,69 
1616791156,1,1569,0,1,1661,0,69 
1616791187,1,1567,0,1,1662,0,69 
1616791217,1,1572,0,1,1661,0,69 
1616791248,1,1563,0,1,1665,0,69 
1616791278,1,1569,0,1,1661,0,69 
1616791308,1,1572,0,1,1662,0,69 
1616791339,1,1566,0,1,1662,0,69 
1616791369,1,1566,0,1,1662,0,69 
1616791400,1,1563,0,1,1662,0,69 
1616791430,1,1567,0,1,1661,0,69 
1616791461,1,1567,0,1,1661,0,69 
1616791491,1,1561,0,1,1665,0,69 
1616791522,1,1565,0,1,1665,0,69 
1616791552,1,1573,0,1,1665,0,69 
1616791583,1,1576,0,1,1660,0,69 
1616791613,1,1575,0,1,1662,0,69 
1616791644,1,1570,0,1,1661,0,69 
1616791674,1,1570,0,1,1672,0,69 
1616791705,1,1570,0,1,1668,0,69 
1616791735,1,1573,0,1,1667,0,69 
1616791766,1,1567,0,1,1662,0,69 
1616791796,1,1573,0,1,1661,0,69 
1616791827,1,1573,0,1,1661,0,69 
1616791857,1,1569,0,1,1662,0,69 
1616791887,1,1569,0,1,1668,0,69 
1616791918,1,1563,0,1,1664,0,69 
1616791949,1,1573,0,1,1662,0,69 
1616791979,1,1567,0,1,1662,0,69 
1616792010,1,1567,0,1,1667,0,69 
1616792040,1,1570,0,1,1662,0,69 
1616792071,1,1573,0,1,1658,0,69 
1616792101,1,1569,0,1,1662,0,69 
1616792131,1,1577,0,1,1667,0,69 
1616792162,1,1580,0,1,1672,0,69 
1616792192,1,1575,0,1,1662,0,69 
1616792223,1,1566,0,1,1668,0,69 
1616792253,1,1569,0,1,1667,0,69 
1616792284,1,1565,0,1,1658,0,69 
1616792314,1,1566,0,1,1668,0,69 
1616792345,1,1570,0,1,1661,0,69 
1616792375,1,1566,0,1,1661,0,69 
1616792406,1,1570,0,1,1667,0,69 
1616792436,1,1570,0,1,1664,0,69 
1616792467,1,1569,0,1,1664,0,69 
1616792497,1,1575,0,1,1662,0,69 
1616792528,1,1570,0,1,1661,0,69 
1616792558,1,1576,0,1,1667,0,69 
1616792589,1,1575,0,1,1662,0,69 
1616792620,1,1570,0,1,1668,0,69 
1616792650,1,1570,0,1,1658,0,69 
1616792680,1,1570,0,1,1673,0,69 
1616792711,1,1575,0,1,1670,0,69 
1616792741,1,1569,0,1,1673,0,69 
1616792772,1,1570,0,1,1673,0,69 
1616792802,1,1575,0,1,1673,0,69 
1616792833,1,1566,0,1,1674,0,69 
1616792863,1,1570,0,1,1674,0,69 
1616792894,1,1575,0,1,1668,0,69 
1616792924,1,1575,0,1,1665,0,69 
1616792955,1,1566,0,1,1665,0,69 
1616792985,1,1566,0,1,1671,0,69 
1616793015,1,1580,0,1,1665,0,69 
1616793046,1,1581,0,1,1669,0,69 
1616793076,1,1581,0,1,1665,0,69 
1616793107,1,1578,0,1,1668,0,69 
1616793137,1,1581,0,1,1668,0,69 
1616793168,1,1580,0,1,1668,0,69 
1616793198,1,1585,0,1,1662,0,69 
1616793229,1,1578,0,1,1664,0,69 
1616793259,1,1578,0,1,1664,0,69 
1616793290,1,1581,0,1,1664,0,69 
1616793320,1,1573,0,1,1664,0,69 
1616793351,1,1573,0,1,1665,0,69 
1616793381,1,1570,0,1,1668,0,850 
1616793412,1,1573,0,1,1669,0,852 
1616793442,1,1576,0,1,1665,0,851 
1616793473,1,1572,0,1,1669,0,851 
1616793503,1,1573,0,1,1674,0,851 
1616793534,1,1576,0,1,1671,0,851 
1616793564,1,1577,0,1,1664,0,851 
1616793595,1,1576,0,1,1664,0,852 
1616793625,1,1570,0,1,1665,0,851 
1616793656,1,1577,0,1,1668,0,850 
1616793686,1,1572,0,1,1664,0,849 
1616793717,1,1572,0,1,1664,0,846 
1616793747,1,1570,0,1,1664,0,841 
1616793778,1,1572,0,1,1669,0,832 
1616793808,1,1570,0,1,1665,0,819 
1616793839,1,1577,0,1,1665,0,1008 
1616793869,1,1572,0,1,1664,0,1027 
1616793899,1,1570,0,1,1664,0,1027 
1616793930,1,1570,0,1,1669,0,1027 
1616793960,1,1572,0,1,1665,0,1033 
1616793991,1,1567,0,1,1668,0,1035 
1616794021,1,1576,0,1,1668,0,1030 
1616794052,1,1567,0,1,1665,0,1024 
1616794082,1,1577,0,1,1660,0,1018 
1616794113,1,1567,0,1,1665,0,1011 
1616794143,1,1573,0,1,1668,0,1015 
1616794174,1,1572,0,1,1665,0,1018 
1616794204,1,1576,0,1,1665,0,1029 
1616794235,1,1576,0,1,1665,0,1031 
1616794265,1,1576,0,1,1662,0,1034 
1616794296,1,1572,0,1,1664,0,1030 
1616794326,1,1573,0,1,1668,0,1027 
1616794357,1,1572,0,1,1664,0,1029 
1616794387,1,1585,0,1,1669,0,1025 
1616794418,1,1580,0,1,1664,0,1018 
1616794448,1,1577,0,1,1665,0,1002 
1616794478,1,1580,0,1,1664,0,990 
