Timestamp , Uptime, BUC1 Power State, BUC1 Power Level, BUC1 10Mhz ,BUC2 Power State, BUC2 Power Level, BUC2 10Mhz, Antenna AGC, Antenna MuteState, Antenna Tracking, Satellite Freq, Antenna Baseball, EXTRA
2459307.115821074,  20 days,  1,  2986,  0,  1,  2954,  0, 725, BLOCK, OFF, 2283.000, BB1/R LOAD  ON , BB2/L LOAD  ON
2459307.116521164,  20 days,  1,  2986,  0,  1,  2946,  0, 725, BLOCK, OFF, 2283.000, BB1/R LOAD  ON , BB2/L LOAD  ON
2459307.117221513,  20 days,  1,  2986,  0,  1,  2940,  0, 726, BLOCK, OFF, 2283.000, BB1/R LOAD  ON , BB2/L LOAD  ON
2459307.117921516,  20 days,  1,  2986,  0,  1,  2943,  0, 726, BLOCK, OFF, 2283.000, BB1/R LOAD  ON , BB2/L LOAD  ON
2459307.118622063,  20 days,  1,  2986,  0,  1,  2940,  0, 725, BLOCK, OFF, 2283.000, BB1/R LOAD  ON , BB2/L LOAD  ON
2459307.119321987,  20 days,  1,  2986,  0,  1,  2951,  0, 726, BLOCK, OFF, 2283.000, BB1/R LOAD  ON , BB2/L LOAD  ON
2459307.120022587,  20 days,  1,  2986,  0,  1,  2951,  0, 725, BLOCK, OFF, 2283.000, BB1/R LOAD  ON , BB2/L LOAD  ON
2459307.120722560,  20 days,  1,  2993,  0,  1,  2951,  0, 725, BLOCK, OFF, 2283.000, BB1/R LOAD  ON , BB2/L LOAD  ON
2459307.121422824,  20 days,  1,  2993,  0,  1,  2954,  0, 725, BLOCK, OFF, 2283.000, BB1/R LOAD  ON , BB2/L LOAD  ON
2459307.122122871,  20 days,  1,  2989,  0,  1,  2951,  0, 726, BLOCK, OFF, 2283.000, BB1/R LOAD  ON , BB2/L LOAD  ON
2459307.122823201,  20 days,  1,  2989,  0,  1,  2948,  0, 726, BLOCK, OFF, 2283.000, BB1/R LOAD  ON , BB2/L LOAD  ON
2459307.123523413,  20 days,  1,  2986,  0,  1,  2948,  0, 725, BLOCK, OFF, 2283.000, BB1/R LOAD  ON , BB2/L LOAD  ON
2459307.124223829,  20 days,  1,  2986,  0,  1,  2948,  0, 725, BLOCK, OFF, 2283.000, BB1/R LOAD  ON , BB2/L LOAD  ON
2459307.124924166,  20 days,  1,  2986,  0,  1,  2951,  0, 725, BLOCK, OFF, 2283.000, BB1/R LOAD  ON , BB2/L LOAD  ON
2459307.125624355,  20 days,  1,  2986,  0,  1,  2954,  0, 726, BLOCK, OFF, 2283.000, BB1/R LOAD  ON , BB2/L LOAD  ON
2459307.126324533,  20 days,  1,  2986,  0,  1,  2948,  0, 725, BLOCK, OFF, 2283.000, BB1/R LOAD  ON , BB2/L LOAD  ON
2459307.127024502,  20 days,  1,  2986,  0,  1,  2951,  0, 725, BLOCK, OFF, 2283.000, BB1/R LOAD  ON , BB2/L LOAD  ON
2459307.127724673,  20 days,  1,  2986,  0,  1,  2951,  0, 725, BLOCK, OFF, 2283.000, BB1/R LOAD  ON , BB2/L LOAD  ON
2459307.128425006,  20 days,  1,  2989,  0,  1,  2951,  0, 726, BLOCK, OFF, 2283.000, BB1/R LOAD  ON , BB2/L LOAD  ON
2459307.129125139,  20 days,  1,  2986,  0,  1,  2954,  0, 725, BLOCK, OFF, 2283.000, BB1/R LOAD  ON , BB2/L LOAD  ON
2459307.129825392,  20 days,  1,  2986,  0,  1,  2951,  0, 725, BLOCK, OFF, 2283.000, BB1/R LOAD  ON , BB2/L LOAD  ON
2459307.130525881,  20 days,  1,  2993,  0,  1,  2948,  0, 726, BLOCK, OFF, 2283.000, BB1/R LOAD  ON , BB2/L LOAD  ON
2459307.131225664,  20 days,  1,  2986,  0,  1,  2937,  0, 726, BLOCK, OFF, 2283.000, BB1/R LOAD  ON , BB2/L LOAD  ON
2459307.131926197,  20 days,  1,  2996,  0,  1,  2951,  0, 727, BLOCK, OFF, 2283.000, BB1/R LOAD  ON , BB2/L LOAD  ON
2459307.132626683,  20 days,  1,  2993,  0,  1,  2940,  0, 726, BLOCK, OFF, 2283.000, BB1/R LOAD  ON , BB2/L LOAD  ON
2459307.133326986,  20 days,  1,  2986,  0,  1,  2937,  0, 727, BLOCK, OFF, 2283.000, BB1/R LOAD  ON , BB2/L LOAD  ON
2459307.134027005,  20 days,  1,  2993,  0,  1,  2937,  0, 726, BLOCK, OFF, 2283.000, BB1/R LOAD  ON , BB2/L LOAD  ON
2459307.134727293,  20 days,  1,  2986,  0,  1,  2951,  0, 725, BLOCK, OFF, 2283.000, BB1/R LOAD  ON , BB2/L LOAD  ON
2459307.135427462,  20 days,  1,  2986,  0,  1,  2954,  0, 725, BLOCK, OFF, 2283.000, BB1/R LOAD  ON , BB2/L LOAD  ON
2459307.136127714,  20 days,  1,  2993,  0,  1,  2951,  0, 726, BLOCK, OFF, 2283.000, BB1/R LOAD  ON , BB2/L LOAD  ON
2459307.136827469,  20 days,  1,  2993,  0,  1,  2951,  0, 725, BLOCK, OFF, 2283.000, BB1/R LOAD  ON , BB2/L LOAD  ON
2459307.137527649,  20 days,  1,  2993,  0,  1,  2951,  0, 726, BLOCK, OFF, 2283.000, BB1/R LOAD  ON , BB2/L LOAD  ON
2459307.138228375,  20 days,  1,  2993,  0,  1,  2951,  0, 726, BLOCK, OFF, 2283.000, BB1/R LOAD  ON , BB2/L LOAD  ON
2459307.138928671,  20 days,  1,  2993,  0,  1,  2951,  0, 726, BLOCK, OFF, 2283.000, BB1/R LOAD  ON , BB2/L LOAD  ON
2459307.139628924,  20 days,  1,  2993,  0,  1,  2948,  0, 725, BLOCK, OFF, 2283.000, BB1/R LOAD  ON , BB2/L LOAD  ON
2459307.140329108,  20 days,  1,  2993,  0,  1,  2937,  0, 725, BLOCK, OFF, 2283.000, BB1/R LOAD  ON , BB2/L LOAD  ON
2459307.141029429,  20 days,  1,  2996,  0,  1,  2948,  0, 725, BLOCK, OFF, 2283.000, BB1/R LOAD  ON , BB2/L LOAD  ON
2459307.141730075,  20 days,  1,  2996,  0,  1,  2940,  0, 726, BLOCK, OFF, 2283.000, BB1/R LOAD  ON , BB2/L LOAD  ON
2459307.142430021,  20 days,  1,  2993,  0,  1,  2948,  0, 725, BLOCK, OFF, 2283.000, BB1/R LOAD  ON , BB2/L LOAD  ON
2459307.143130210,  20 days,  1,  2996,  0,  1,  2951,  0, 726, BLOCK, OFF, 2283.000, BB1/R LOAD  ON , BB2/L LOAD  ON
2459307.143831320,  20 days,  1,  2993,  0,  1,  2951,  0, 726, BLOCK, OFF, 2283.000, BB1/R LOAD  ON , BB2/L LOAD  ON
2459307.144531612,  20 days,  1,  2993,  0,  1,  2940,  0, 726, BLOCK, OFF, 2283.000, BB1/R LOAD  ON , BB2/L LOAD  ON
2459307.145232223,  20 days,  1,  2996,  0,  1,  2951,  0, 726, BLOCK, OFF, 2283.000, BB1/R LOAD  ON , BB2/L LOAD  ON
2459307.145933238,  20 days,  1,  2993,  0,  1,  2937,  0, 726, BLOCK, OFF, 2283.000, BB1/R LOAD  ON , BB2/L LOAD  ON
