Time,State Index,Position-Az (Deg),Position-El (Deg),Position-Cl (Deg),Velocity-Az (D/Sec),Velocity-El (D/Sec),Velocity-Cl (D/Sec),Motor-Az (Amps),Motor-El (Amps),Motor-Cl (Amps),Target Error-Az (Deg),Target Error-El (Deg),Target Error-Cl (Deg),Sensor-Y-Tilt El(Deg),Sensor-X-Tilt Cl(Deg),Ref Error-Az (Deg),Ref Error-El (Deg),Ref Error-Cl (Deg),Display AGC,Background AGC,El Joint Angle,Cl Joint Angle,Sensor-Z-Enc Rel (Deg),Sensor-Z-Enc Total (Deg),Receiver Freq,Antenna Latitude (Deg),Antenna Longitude (Deg),Az Tracking Delta (Deg),El Tracking Delta (Deg),Cl Tracking Delta (Deg),Tracking,Targeting,Searching,Block Zone,Appr.Block Zone,Init.Done,Unwrap,At Target,Hw Task Time (mSec),Pass LogTime(mSec),Tracker Update_0(mSec)
2459306.100009,6,99.220619,10.006674,0.006904,-0.048830,-0.207438,-0.020485,-0.447605,0.348251,0.005780,0.044456,-0.005929,0.006915,10.044555,0.097541,0.006367,0.016181,0.005036,727,727,9.956757,0.521066,98.777252,461.425781,2282.500000,17.977127,67.136940,0.120102,0.000063,-0.000011,0,0,0,0,0,1,0,1,1.072000,1.294000,0.219000
2459306.100020,6,99.121391,10.029427,-0.004490,-0.012298,0.098398,0.124956,0.614006,-0.010071,0.084846,-0.054771,0.016824,-0.004479,10.042115,0.248465,0.011665,-0.007284,0.000117,727,727,9.975586,0.521066,98.925537,461.574097,2282.500000,17.977127,67.136940,0.120102,0.000063,-0.000011,0,0,0,0,0,1,0,1,1.353000,1.294000,0.215000
2459306.100032,6,99.226418,10.003759,0.011353,0.014595,-0.233765,0.027617,-0.587802,0.464579,-0.140055,0.050255,-0.008843,0.011364,9.866955,0.107330,0.015517,-0.011147,0.005234,727,727,9.956757,0.527344,98.793709,461.442261,2282.500000,17.977127,67.136940,0.120102,0.000063,-0.000011,0,0,0,0,0,1,0,1,1.638000,1.294000,0.379000
2459306.100044,6,99.124779,10.026177,-0.000766,0.128577,0.235164,0.090481,0.773657,0.072549,0.051158,-0.051384,0.013575,-0.000754,9.981357,0.082519,0.019878,-0.021178,-0.003523,727,727,10.000702,0.521066,98.931175,461.579590,2282.500000,17.977127,67.136940,0.120102,0.000063,-0.000011,0,0,0,0,0,1,0,1,1.070000,1.294000,0.218000
2459306.100055,6,99.234299,10.008080,0.003229,0.058283,-0.206725,-0.054354,-0.531558,0.419741,-0.004838,0.058136,-0.004522,0.003240,9.994263,0.034374,0.019334,-0.004560,-0.000241,727,727,9.950478,0.527344,98.782669,461.431274,2282.500000,17.977127,67.136940,0.120102,0.000063,-0.000011,0,0,0,0,0,1,0,1,1.064000,1.294000,0.215000
2459306.100067,6,99.126793,10.026184,0.000763,-0.075021,0.128398,0.040692,0.648030,-0.081739,0.154536,-0.049370,0.013581,0.000774,10.011218,-0.136197,0.012933,-0.002368,0.000306,727,727,9.931641,0.521066,98.919899,461.568604,2282.500000,17.977127,67.136940,0.120102,0.000063,-0.000011,0,0,0,0,0,1,0,1,1.254000,1.294000,0.214000
2459306.100079,6,99.229500,10.003071,0.013651,-0.028382,-0.233523,0.077999,-0.542719,0.418428,-0.031048,0.053337,-0.009532,0.013663,9.998175,-0.189711,0.000215,0.004471,0.000526,727,727,9.969307,0.521066,98.788330,461.436768,2282.500000,17.977127,67.136940,0.120102,0.000063,-0.000011,0,0,0,0,0,1,0,1,1.739000,1.294000,0.264000
2459306.100090,6,99.140060,10.023535,0.005575,-0.011012,0.133323,-0.130628,0.453389,0.046978,0.041410,-0.036102,0.010932,0.005586,10.047800,-0.247613,-0.006712,-0.009126,-0.010084,727,727,9.944199,0.508510,98.875961,461.524658,2282.500000,17.977127,67.136940,0.120102,0.000063,-0.000011,0,0,0,0,0,1,0,1,1.069000,1.294000,0.216000
2459306.100101,6,99.229866,9.999094,0.025258,0.056313,-0.160539,-0.039481,-0.558913,0.503522,-0.112222,0.053703,-0.013509,0.025269,9.947632,-0.249695,-0.017210,-0.004044,-0.023004,727,727,9.975586,0.508510,98.760834,461.409302,2282.500000,17.977127,67.136940,0.120102,0.000063,-0.000011,0,0,0,1,0,1,0,1,1.078000,1.294000,0.214000
2459306.100113,6,99.131638,10.026741,0.001446,-0.012683,0.236421,-0.127215,0.643371,0.119056,0.017407,-0.044525,0.014138,0.001457,10.046575,-0.241462,-0.021261,-0.007740,-0.031442,727,727,10.025810,0.502232,98.881805,461.530151,2282.500000,17.977127,67.136940,0.120102,0.000063,-0.000011,0,0,0,0,0,1,0,1,1.146000,1.294000,0.219000
2459306.100125,6,99.224770,10.003632,0.009131,-0.086286,0.069831,-0.098373,-0.530972,0.334893,0.013527,0.048607,-0.008971,0.009142,10.063611,-0.134118,-0.020839,-0.006611,-0.021776,728,727,9.944199,0.527344,98.749725,461.398315,2282.500000,17.977127,67.136940,0.120102,0.000063,-0.000011,0,0,0,0,0,1,0,1,1.632000,1.294000,0.216000
2459306.100136,6,99.128769,10.026059,-0.004872,0.061686,0.264558,-0.064114,0.625516,0.072877,0.087861,-0.047394,0.013456,-0.004861,10.061525,0.035500,-0.016403,-0.016769,-0.014955,726,727,9.975586,0.514788,98.870575,461.519165,2282.500000,17.977127,67.136940,0.120102,0.000063,-0.000011,0,0,0,0,0,1,0,1,1.211000,1.294000,0.354000
2459306.100148,6,99.221573,9.999862,-0.000487,-0.060991,-0.220099,-0.005419,-0.530492,0.281391,-0.068828,0.045410,-0.012741,-0.000476,10.008055,0.135547,-0.013521,-0.010323,-0.004959,727,727,9.950478,0.521066,98.760742,461.409302,2282.500000,17.977127,67.136940,0.120102,0.000063,-0.000011,0,0,0,0,0,1,0,1,1.063000,1.294000,0.217000
2459306.100159,6,99.124001,10.021344,-0.005921,-0.077038,-0.024294,-0.024554,0.690837,0.134873,0.107800,-0.052162,0.008741,-0.005910,10.111545,0.156149,-0.005540,-0.011937,0.000446,727,727,10.013252,0.514788,98.903732,461.552124,2282.500000,17.977127,67.136940,0.120102,0.000063,-0.000011,0,0,0,0,0,1,0,1,1.074000,1.294000,0.215000
2459306.100171,6,99.222870,10.002447,-0.005637,0.014815,-0.114555,0.001481,-0.598396,0.446470,-0.045294,0.046707,-0.010156,-0.005626,10.040873,0.271678,-0.001623,0.008341,0.003584,727,727,9.994423,0.521066,98.782799,461.431274,2282.500000,17.977127,67.136940,0.120102,0.000063,-0.000011,0,0,0,0,0,1,0,1,1.519000,1.294000,0.216000
2459306.100182,6,99.124084,10.020965,-0.014732,-0.035761,0.204853,0.048938,0.772159,-0.028554,0.182793,-0.052078,0.008362,-0.014721,10.006364,0.186523,-0.000166,0.015405,0.010461,727,727,10.038368,0.521066,98.931404,461.579590,2282.500000,17.977127,67.136940,0.120102,0.000063,-0.000011,0,0,0,0,0,1,0,1,1.392000,1.294000,0.372000
2459306.100194,6,99.221581,9.996364,-0.009024,0.057935,-0.169154,0.073940,-0.440653,0.401674,0.082478,0.045418,-0.016239,-0.009013,9.907566,0.112336,-0.000107,0.028586,0.012334,728,728,9.963036,0.527344,98.782745,461.431274,2282.500000,17.977127,67.136940,0.120102,0.000063,-0.000011,0,0,0,1,0,1,0,1,1.079000,1.294000,0.214000
2459306.100206,6,99.130707,10.016097,-0.017250,0.105923,0.112149,-0.006944,0.584349,0.077706,0.205574,-0.045456,0.003494,-0.017239,10.029196,0.010305,0.002213,0.024840,0.016090,727,727,10.032089,0.527344,98.903862,461.552124,2282.500000,17.977127,67.136940,0.120102,0.000063,-0.000011,0,0,0,0,0,1,0,1,1.079000,1.294000,0.220000
2459306.100217,6,99.220329,9.998223,-0.001782,-0.041082,-0.261803,0.091396,-0.559482,0.365864,-0.003623,0.044167,-0.014380,-0.001771,10.020631,-0.046135,0.003026,0.038242,0.023039,728,728,9.981865,0.527344,98.793839,461.442261,2282.500000,17.977127,67.136940,0.120102,0.000063,-0.000011,0,0,0,1,0,1,0,1,1.406000,1.294000,0.215000
2459306.100229,6,99.130096,10.012726,-0.001749,-0.077531,0.242703,-0.000777,0.658135,0.245553,0.108375,-0.046066,0.000123,-0.001738,10.002524,-0.151031,0.007543,0.031137,0.018225,727,727,10.082314,0.514788,98.926086,461.574097,2282.500000,17.977127,67.136940,0.120102,0.000063,-0.000011,0,0,0,0,0,1,0,1,1.550000,1.294000,0.364000
2459306.100240,6,99.226181,9.999494,0.008248,-0.054795,-0.281819,-0.067689,-0.650039,0.442225,-0.114477,0.050018,-0.013109,0.008259,9.943581,-0.115212,0.008999,0.036761,0.008852,727,727,10.006981,0.514788,98.799461,461.447754,2282.500000,17.977127,67.136940,0.120102,0.000063,-0.000011,0,0,0,0,0,1,0,1,1.065000,1.294000,0.218000
2459306.100252,6,99.131447,10.027462,0.002650,-0.019134,0.135837,0.067956,0.617031,-0.021916,0.142577,-0.044716,0.014859,0.002661,10.010534,-0.177559,0.012686,0.025394,0.003901,727,727,9.994423,0.514788,98.892685,461.541138,2282.500000,17.977127,67.136940,0.120102,0.000063,-0.000011,0,0,0,0,0,1,0,1,1.084000,1.294000,0.218000
2459306.100263,6,99.229561,10.002431,0.012011,0.061003,-0.174985,-0.020051,-0.668535,0.469170,-0.012474,0.053398,-0.010172,0.012022,9.911858,-0.144187,0.010231,0.020636,-0.002152,727,727,9.988144,0.521066,98.771751,461.420288,2282.500000,17.977127,67.136940,0.120102,0.000063,-0.000011,0,0,0,0,0,1,0,1,1.299000,1.294000,0.218000
2459306.100275,6,99.127312,10.027542,0.001016,0.015209,0.248126,0.101055,0.618937,0.080879,0.117473,-0.048851,0.014939,0.001027,10.073440,-0.145028,0.005603,0.003640,-0.011249,727,727,10.000702,0.514788,98.914688,461.563110,2282.500000,17.977127,67.136940,0.120102,0.000063,-0.000011,0,0,0,0,0,1,0,1,1.685000,1.294000,0.359000
2459306.100287,6,99.225174,10.001621,0.008726,-0.126325,-0.148010,0.040177,-0.551179,0.481343,-0.040671,0.049011,-0.010982,0.008737,10.013722,-0.101760,-0.001387,0.002404,-0.010793,727,727,9.969307,0.521066,98.777306,461.425781,2282.500000,17.977127,67.136940,0.120102,0.000063,-0.000011,0,0,0,0,0,1,0,1,1.083000,1.294000,0.216000
2459306.100298,6,99.130646,10.029657,-0.001581,-0.067412,0.156549,-0.017731,0.581234,0.063013,0.091496,-0.045517,0.017055,-0.001570,10.053113,-0.036632,-0.003524,-0.008194,-0.007824,727,727,10.013252,0.521066,98.881744,461.530151,2282.500000,17.977127,67.136940,0.120102,0.000063,-0.000011,0,0,0,0,0,1,0,1,1.081000,1.294000,0.216000
2459306.100310,6,99.226616,9.999949,0.001449,0.069058,-0.099121,-0.132804,-0.603567,0.490303,-0.016629,0.050453,-0.012654,0.001460,9.965987,0.168993,-0.005893,0.004924,-0.008988,727,727,9.994423,0.521066,98.771889,461.420288,2282.500000,17.977127,67.136940,0.120102,0.000063,-0.000011,0,0,0,0,0,1,0,1,1.225000,1.294000,0.219000
2459306.100321,6,99.132263,10.023636,-0.003983,0.071715,0.169886,0.000822,0.605861,0.062940,0.133104,-0.043900,0.011033,-0.003972,10.030296,0.159484,-0.006044,0.001140,-0.002589,728,728,10.044647,0.521066,98.876450,461.524658,2282.500000,17.977127,67.136940,0.120102,0.000063,-0.000011,0,0,0,0,0,1,0,1,1.731000,1.294000,0.245000
2459306.100333,6,99.222778,10.004992,-0.003156,-0.067991,-0.084134,-0.036890,-0.534213,0.494609,-0.019649,0.046616,-0.007611,-0.003145,9.988874,0.280014,-0.009675,0.009618,0.003564,727,727,10.000702,0.527344,98.771950,461.420288,2282.500000,17.977127,67.136940,0.120102,0.000063,-0.000011,0,0,0,0,0,1,0,1,1.073000,1.294000,0.216000
2459306.100344,6,99.128654,10.027267,-0.008345,0.062586,0.074882,-0.028167,0.580467,-0.045353,0.177367,-0.047508,0.014665,-0.008334,10.061080,0.144890,-0.004387,0.005329,0.009951,727,727,9.969307,0.521066,98.914505,461.563110,2282.500000,17.977127,67.136940,0.120102,0.000063,-0.000011,0,0,0,0,0,1,0,1,1.085000,1.294000,0.220000
2459306.100356,6,99.225555,10.003654,-0.002511,-0.098978,-0.106006,0.024640,-0.557027,0.408412,-0.029211,0.049393,-0.008948,-0.002500,10.011496,0.148736,0.000065,0.011784,0.010905,727,727,9.988144,0.527344,98.782867,461.431274,2282.500000,17.977127,67.136940,0.120102,0.000063,-0.000011,0,0,0,0,0,1,0,1,1.124000,1.294000,0.215000
2459306.100368,6,99.124123,10.025717,-0.006059,-0.046679,0.117657,-0.019269,0.723339,0.049781,0.095227,-0.052040,0.013114,-0.006048,10.052649,0.138388,0.004810,0.008748,0.018454,727,727,10.013252,0.527344,98.920288,461.568604,2282.500000,17.977127,67.136940,0.120102,0.000063,-0.000011,0,0,0,0,0,1,0,1,1.645000,1.294000,0.212000
2459306.100379,6,99.222633,10.000093,0.003362,0.055340,-0.146474,0.067209,-0.450090,0.492431,-0.014005,0.046471,-0.012509,0.003373,9.857053,0.007767,0.005376,0.014778,0.014021,726,727,10.019531,0.527344,98.794014,461.442261,2282.500000,17.977127,67.136940,0.120102,0.000063,-0.000011,0,0,0,0,0,1,0,1,1.254000,1.294000,0.373000
2459306.100391,6,99.129639,10.018991,-0.000589,0.092405,0.122497,-0.017932,0.645116,0.075917,0.075215,-0.046524,0.006388,-0.000578,10.020968,-0.185348,0.011392,0.007283,0.012235,727,727,10.032089,0.514788,98.914810,461.563110,2282.500000,17.977127,67.136940,0.120102,0.000063,-0.000011,0,0,0,0,0,1,0,1,1.082000,1.294000,0.215000
2459306.100402,6,99.222542,10.003614,0.014736,0.014071,-0.230137,-0.138594,-0.569380,0.426867,-0.165815,0.046379,-0.008988,0.014747,9.978065,-0.099893,0.015395,0.026310,0.002934,727,727,10.006981,0.514788,98.815834,461.464233,2282.500000,17.977127,67.136940,0.120102,0.000063,-0.000011,0,0,0,0,0,1,0,1,1.091000,1.294000,0.215000
2459306.100414,6,99.129250,10.023028,0.011854,-0.018147,0.207896,0.006276,0.629316,0.192101,0.074530,-0.046913,0.010426,0.011865,9.995534,-0.249840,0.018377,0.020636,-0.006249,727,727,10.057198,0.502232,98.947868,461.596069,2282.500000,17.977127,67.136940,0.120102,0.000063,-0.000011,0,0,0,0,0,1,0,1,1.490000,1.294000,0.217000
2459306.100425,6,99.232590,9.995916,0.012474,-0.079957,-0.172182,0.056429,-0.536853,0.556364,-0.008622,0.056427,-0.016686,0.012485,10.020898,-0.256262,0.016297,0.020765,-0.017528,727,727,10.044647,0.508510,98.794128,461.442261,2282.500000,17.977127,67.136940,0.120102,0.000063,-0.000011,0,0,0,1,0,1,0,1,1.431000,1.294000,0.364000
2459306.100437,6,99.133644,10.019189,0.006916,0.150269,0.280591,-0.007169,0.494148,0.148193,0.055695,-0.042519,0.006586,0.006927,9.980756,-0.056437,0.016615,0.008958,-0.017074,728,728,10.000702,0.508510,98.903702,461.552124,2282.500000,17.977127,67.136940,0.120102,0.000063,-0.000011,0,0,0,0,0,1,0,1,1.077000,1.294000,0.217000
2459306.100448,6,99.224319,9.999420,0.015397,0.000266,-0.146813,-0.111324,-0.509746,0.588998,-0.083021,0.048157,-0.013183,0.015408,10.022976,-0.005140,0.009628,0.008385,-0.010945,727,727,10.032089,0.514788,98.804924,461.453247,2282.500000,17.977127,67.136940,0.120102,0.000063,-0.000011,0,0,0,0,0,1,0,1,1.092000,1.294000,0.219000
2459306.100460,6,99.129288,10.022942,-0.000432,0.113237,0.090866,-0.052616,0.609199,0.061285,0.128631,-0.046875,0.010339,-0.000421,9.946978,0.005244,0.007339,-0.007159,-0.012005,728,727,10.025810,0.502232,98.920219,461.568604,2282.500000,17.977127,67.136940,0.120102,0.000063,-0.000011,0,0,0,0,0,1,0,1,1.366000,1.294000,0.212000
2459306.100472,6,99.229431,10.001938,0.013569,-0.007766,-0.089641,0.036157,-0.580550,0.459068,-0.077352,0.053268,-0.010665,0.013580,9.976233,0.092675,0.005902,-0.004694,-0.015934,727,727,10.000702,0.508510,98.777420,461.425781,2282.500000,17.977127,67.136940,0.120102,0.000063,-0.000011,0,0,0,0,0,1,0,1,1.572000,1.294000,0.360000
2459306.100483,6,99.129448,10.031014,-0.000671,0.032954,0.122295,0.037510,0.558954,0.012189,0.105399,-0.046715,0.018412,-0.000660,10.079432,0.247785,0.005403,-0.008978,-0.016067,727,727,9.988144,0.502232,98.892624,461.541138,2282.500000,17.977127,67.136940,0.120102,0.000063,-0.000011,0,0,0,0,0,1,0,1,1.087000,1.294000,0.217000
2459306.100495,6,99.225906,10.007883,0.008972,0.035437,-0.187324,0.075699,-0.612412,0.403433,-0.108072,0.049744,-0.004720,0.008983,10.009715,0.163941,0.003167,0.000965,-0.012746,727,727,9.981865,0.508510,98.782806,461.431274,2282.500000,17.977127,67.136940,0.120102,0.000063,-0.000011,0,0,0,0,0,1,0,1,1.082000,1.294000,0.217000
2459306.100506,6,99.131371,10.024942,-0.009924,-0.109131,0.090487,0.045882,0.621649,0.023397,0.191561,-0.044792,0.012340,-0.009913,9.971714,0.153827,0.003224,-0.011912,-0.008926,727,727,9.988144,0.508510,98.892685,461.541138,2282.500000,17.977127,67.136940,0.120102,0.000063,-0.000011,0,0,0,0,0,1,0,1,1.301000,1.294000,0.219000
2459306.100518,6,99.220596,10.001963,0.007241,-0.001567,-0.128925,0.041686,-0.425490,0.454928,-0.148986,0.044434,-0.010640,0.007252,9.926330,0.147528,-0.001513,0.005383,-0.001453,728,728,10.000702,0.514788,98.815895,461.464233,2282.500000,17.977127,67.136940,0.120102,0.000063,-0.000011,0,0,0,0,0,1,0,1,1.698000,1.294000,0.355000
2459306.100530,6,99.134239,10.023425,-0.016125,-0.012248,0.165380,0.023913,0.536224,0.071235,0.179629,-0.041924,0.010822,-0.016113,9.997617,0.037486,-0.003682,-0.007669,0.001722,726,727,10.032089,0.508510,98.909233,461.557617,2282.500000,17.977127,67.136940,0.120102,0.000063,-0.000011,0,0,0,0,0,1,0,1,1.087000,1.294000,0.224000
2459306.100541,6,99.228073,10.001054,-0.002101,-0.097394,-0.264438,-0.006931,-0.525709,0.390895,-0.042906,0.051910,-0.011549,-0.002090,9.933038,-0.071057,-0.006423,-0.002917,0.005819,728,727,10.013252,0.514788,98.788460,461.436768,2282.500000,17.977127,67.136940,0.120102,0.000063,-0.000011,0,0,0,0,0,1,0,1,1.085000,1.294000,0.217000
2459306.100553,6,99.131477,10.025106,-0.012605,0.094348,0.170525,0.000516,0.491978,-0.044984,0.133061,-0.044685,0.012504,-0.012594,10.151229,-0.078000,-0.006342,-0.006373,0.006426,727,727,9.956757,0.514788,98.903648,461.552124,2282.500000,17.977127,67.136940,0.120102,0.000063,-0.000011,0,0,0,0,0,1,0,1,1.206000,1.294000,0.217000
2459306.100564,6,99.225166,9.994321,-0.001325,0.008197,-0.129079,0.026424,-0.628572,0.497922,-0.089855,0.049004,-0.018282,-0.001314,10.031304,-0.165839,-0.005906,0.004995,0.005176,727,727,10.000702,0.514788,98.777420,461.425781,2282.500000,17.977127,67.136940,0.120102,0.000063,-0.000011,0,0,0,1,0,1,0,1,1.697000,1.294000,0.247000
2459306.100576,6,99.127823,10.015534,-0.012326,-0.011916,0.195843,-0.013809,0.635183,0.098533,0.142553,-0.048340,0.002932,-0.012315,10.057468,-0.197219,-0.006892,0.005255,0.001250,727,727,10.025810,0.508510,98.903778,461.552124,2282.500000,17.977127,67.136940,0.120102,0.000063,-0.000011,0,0,0,0,0,1,0,1,1.089000,1.294000,0.218000
2459306.100587,6,99.220062,9.990176,0.001102,0.018390,-0.202073,0.004056,-0.515320,0.471211,-0.105915,0.043900,-0.022427,0.001113,10.109681,-0.070218,-0.009041,0.014243,0.007641,727,727,9.988144,0.514788,98.777420,461.425781,2282.500000,17.977127,67.136940,0.120102,0.000063,-0.000011,0,0,0,1,0,1,0,1,1.075000,1.294000,0.213000
2459306.100599,6,99.123184,10.017719,-0.003219,-0.035303,0.179344,0.022814,0.650019,0.038526,0.111398,-0.052979,0.005116,-0.003208,10.053623,-0.162996,-0.009047,0.009262,0.000325,728,728,9.956757,0.508510,98.925461,461.574097,2282.500000,17.977127,67.136940,0.120102,0.000063,-0.000011,0,0,0,0,0,1,0,1,1.107000,1.294000,0.215000
2459306.100611,6,99.224060,9.999084,0.004237,0.096007,-0.157507,0.044753,-0.463675,0.514703,0.000485,0.047897,-0.013518,0.004248,9.940987,0.004615,-0.005257,0.007966,-0.004003,727,727,10.019531,0.508510,98.793945,461.442261,2282.500000,17.977127,67.136940,0.120102,0.000063,-0.000011,0,0,0,1,0,1,0,1,1.584000,1.294000,0.217000
2459306.100622,6,99.128181,10.024285,-0.004593,0.075958,0.038502,-0.068389,0.681971,0.071668,0.071468,-0.047981,0.011683,-0.004582,9.921349,-0.015814,0.003529,-0.009893,-0.010466,728,727,9.988144,0.508510,98.936569,461.585083,2282.500000,17.977127,67.136940,0.120102,0.000063,-0.000011,0,0,0,0,0,1,0,1,1.278000,1.294000,0.399000
2459306.100634,6,99.224228,10.004314,0.005884,-0.036124,-0.113006,-0.032840,-0.423761,0.443021,-0.060497,0.048065,-0.008288,0.005895,9.937536,0.169304,0.004855,-0.018698,-0.006236,726,727,9.963036,0.514788,98.799240,461.447754,2282.500000,17.977127,67.136940,0.120102,0.000063,-0.000011,0,0,0,0,0,1,0,1,1.084000,1.294000,0.215000
2459306.100645,6,99.127518,10.030964,-0.006471,0.059089,0.206527,-0.042415,0.747734,0.151818,0.020475,-0.048645,0.018361,-0.006460,10.091258,0.092040,0.003955,-0.031311,0.001606,727,727,9.981865,0.514788,98.925522,461.574097,2282.500000,17.977127,67.136940,0.120102,0.000063,-0.000011,0,0,0,0,0,1,0,1,1.089000,1.294000,0.216000
2459306.100657,6,99.225601,10.006516,-0.001677,-0.081893,-0.173773,0.077376,-0.618795,0.416742,-0.007953,0.049438,-0.006087,-0.001666,9.977676,0.314136,0.003326,-0.028094,0.004862,727,727,9.931641,0.521066,98.777100,461.425781,2282.500000,17.977127,67.136940,0.120102,0.000063,-0.000011,0,0,0,0,0,1,0,1,1.472000,1.294000,0.303000
2459306.100668,6,99.127747,10.026297,-0.007663,0.061286,0.084469,-0.038360,0.617945,0.121515,0.014871,-0.048416,0.013694,-0.007652,10.109043,0.105436,0.004675,-0.028657,0.009660,727,727,10.000702,0.514788,98.914627,461.563110,2282.500000,17.977127,67.136940,0.120102,0.000063,-0.000011,0,0,0,0,0,1,0,1,1.465000,1.294000,0.371000
2459306.100680,6,99.224312,10.004825,0.003523,-0.070321,-0.336198,0.188805,-0.486867,0.329238,-0.157302,0.048149,-0.007778,0.003534,10.010954,0.251258,0.001314,-0.010736,0.013589,727,727,9.887695,0.521066,98.760353,461.409302,2282.500000,17.977127,67.136940,0.120102,0.000063,-0.000011,0,0,0,0,0,1,0,1,1.075000,1.294000,0.214000
2459306.100692,6,99.122009,10.024259,-0.011385,0.020241,0.110601,-0.033247,0.709001,-0.042682,0.189365,-0.054153,0.011656,-0.011374,10.011095,-0.030514,-0.001810,-0.009558,0.009274,727,727,9.950478,0.514788,98.914597,461.563110,2282.500000,17.977127,67.136940,0.120102,0.000063,-0.000011,0,0,0,0,0,1,0,1,1.093000,1.294000,0.216000
2459306.100703,6,99.221901,10.001176,0.002494,-0.020602,-0.240049,0.005073,-0.542562,0.425499,-0.047363,0.045738,-0.011427,0.002505,9.885923,-0.017341,-0.004007,0.000172,0.005651,727,727,9.956757,0.514788,98.788216,461.436768,2282.500000,17.977127,67.136940,0.120102,0.000063,-0.000011,0,0,0,0,0,1,0,1,1.362000,1.294000,0.215000
2459306.100715,6,99.131271,10.021085,-0.006040,0.075628,0.248929,0.029353,0.557385,0.153004,0.131869,-0.044891,0.008482,-0.006029,9.929177,-0.016732,-0.000107,-0.006660,0.007288,727,727,9.994423,0.514788,98.892670,461.541138,2282.500000,17.977127,67.136940,0.120102,0.000063,-0.000011,0,0,0,0,0,1,0,1,1.603000,1.294000,0.360000
2459306.100726,6,99.225883,10.001401,0.006514,0.087016,-0.127800,0.062943,-0.705520,0.441237,-0.213405,0.049721,-0.011202,0.006525,9.867143,-0.181144,0.002481,-0.008399,0.011387,727,727,9.931641,0.527344,98.782661,461.431274,2282.500000,17.977127,67.136940,0.120102,0.000063,-0.000011,0,0,0,0,0,1,0,1,1.078000,1.294000,0.214000
2459306.100738,6,99.125313,10.019039,-0.009025,0.093730,0.275601,0.032089,0.709212,0.090857,0.240082,-0.050850,0.006436,-0.009014,10.018696,-0.148712,0.006690,-0.016103,0.007379,727,727,9.994423,0.521066,98.931152,461.579590,2282.500000,17.977127,67.136940,0.120102,0.000063,-0.000011,0,0,0,0,0,1,0,1,1.095000,1.294000,0.214000
2459306.100749,6,99.228149,10.004651,-0.002464,0.050468,-0.150173,0.008033,-0.681077,0.522534,-0.030715,0.051987,-0.007952,-0.002453,10.104248,-0.198617,0.007875,-0.000987,0.007538,728,727,9.975586,0.521066,98.777260,461.425781,2282.500000,17.977127,67.136940,0.120102,0.000063,-0.000011,0,0,0,0,0,1,0,1,1.288000,1.294000,0.215000
2459306.100761,6,99.129646,10.029879,-0.002902,0.114589,0.159113,-0.008284,0.763217,0.019671,0.150275,-0.046516,0.017276,-0.002891,10.015543,-0.172706,0.009506,-0.013861,0.004314,727,727,9.950478,0.521066,98.930901,461.579590,2282.500000,17.977127,67.136940,0.120102,0.000063,-0.000011,0,0,0,0,0,1,0,1,1.734000,1.294000,0.374000
2459306.100773,6,99.225792,10.007580,0.008867,-0.013955,-0.049235,0.012591,-0.644037,0.463780,-0.116714,0.049629,-0.005023,0.008878,10.004979,-0.204169,0.002932,-0.014792,0.001351,727,727,9.950478,0.521066,98.788139,461.436768,2282.500000,17.977127,67.136940,0.120102,0.000063,-0.000011,0,0,0,0,0,1,0,1,1.082000,1.294000,0.214000
2459306.100784,6,99.130898,10.029117,-0.000757,-0.030989,0.070997,-0.098662,0.569231,0.037104,0.133456,-0.045265,0.016514,-0.000745,10.005424,0.055432,-0.001882,-0.021105,-0.004563,727,727,9.950478,0.514788,98.903419,461.552124,2282.500000,17.977127,67.136940,0.120102,0.000063,-0.000011,0,0,0,0,0,1,0,1,1.086000,1.294000,0.220000
2459306.100796,6,99.221642,10.000455,0.011687,-0.025616,-0.160014,-0.028577,-0.383768,0.441119,-0.174009,0.045479,-0.012148,0.011698,10.025442,0.011586,-0.003579,-0.017610,-0.000352,727,727,9.944199,0.521066,98.777168,461.425781,2282.500000,17.977127,67.136940,0.120102,0.000063,-0.000011,0,0,0,0,0,1,0,1,1.210000,1.294000,0.212000
2459306.100807,6,99.129539,10.024827,-0.001265,0.041097,0.298380,-0.116684,0.500952,-0.058987,0.071881,-0.046623,0.012224,-0.001254,9.951838,0.130120,0.001697,-0.028208,0.002362,728,727,9.931641,0.514788,98.936363,461.585083,2282.500000,17.977127,67.136940,0.120102,0.000063,-0.000011,0,0,0,0,0,1,0,1,1.683000,1.294000,0.237000
2459306.100819,6,99.231110,10.007533,0.009841,-0.011229,-0.155979,0.074137,-0.568973,0.382074,-0.082420,0.054947,-0.005070,0.009853,10.032635,-0.004684,0.001874,-0.022054,-0.003569,728,728,9.944199,0.508510,98.782616,461.431274,2282.500000,17.977127,67.136940,0.120102,0.000063,-0.000011,0,0,0,0,0,1,0,1,1.140000,1.294000,0.252000
2459306.100831,6,99.129227,10.023787,0.003522,0.031748,0.212511,-0.038001,0.595483,-0.029503,0.033457,-0.046936,0.011185,0.003533,10.024411,0.163603,0.005163,-0.026180,-0.008170,727,727,9.950478,0.502232,98.903488,461.552124,2282.500000,17.977127,67.136940,0.120102,0.000063,-0.000011,0,0,0,0,0,1,0,1,1.092000,1.294000,0.215000
