Time,State Index,Position-Az (Deg),Position-El (Deg),Position-Cl (Deg),Velocity-Az (D/Sec),Velocity-El (D/Sec),Velocity-Cl (D/Sec),Motor-Az (Amps),Motor-El (Amps),Motor-Cl (Amps),Target Error-Az (Deg),Target Error-El (Deg),Target Error-Cl (Deg),Sensor-Y-Tilt El(Deg),Sensor-X-Tilt Cl(Deg),Ref Error-Az (Deg),Ref Error-El (Deg),Ref Error-Cl (Deg),Display AGC,Background AGC,El Joint Angle,Cl Joint Angle,Sensor-Z-Enc Rel (Deg),Sensor-Z-Enc Total (Deg),Receiver Freq,Antenna Latitude (Deg),Antenna Longitude (Deg),Az Tracking Delta (Deg),El Tracking Delta (Deg),Cl Tracking Delta (Deg),Tracking,Targeting,Searching,Block Zone,Appr.Block Zone,Init.Done,Unwrap,At Target,Hw Task Time (mSec),Pass LogTime(mSec),Tracker Update_0(mSec)
2459306.163618,12,82.193626,52.138649,0.030100,-0.209937,-0.277058,0.007450,-0.603385,0.470387,-0.484203,0.037697,0.000164,0.030100,52.218147,0.074994,0.002925,0.008684,-0.013466,763,761,52.156811,0.200893,81.769707,444.418945,2283.000000,17.977079,67.136986,-0.029877,-0.059933,0.000000,1,0,0,0,0,1,0,1,1.929000,0.836000,0.550000
2459306.163629,12,81.852310,52.010784,-0.029097,-0.278553,0.079098,0.002191,0.229373,0.143138,0.325382,-0.028076,0.006393,-0.029097,51.931797,-0.053274,0.000831,-0.005650,-0.008618,762,761,52.087753,0.194615,81.588310,444.237671,2283.000000,17.977079,67.136986,-0.029877,-0.059933,0.000000,1,0,0,0,0,1,0,1,3.209000,0.804000,1.494000
2459306.163641,12,81.638428,51.862942,0.027743,-0.144773,-0.249945,0.130334,-0.576765,0.532306,-0.419569,0.033867,-0.005653,0.027743,51.974945,0.117089,-0.000926,-0.002002,-0.007561,763,761,51.868027,0.207171,81.236870,443.886108,2283.000000,17.977079,67.136986,-0.029877,-0.059933,0.000000,1,0,0,0,0,1,0,1,1.845000,0.804000,0.694000
2459306.163653,12,81.309959,51.737175,-0.030366,-0.167104,-0.046224,0.023975,0.225433,0.141550,0.405173,-0.021538,0.004566,-0.030366,51.623737,-0.128210,-0.001285,-0.007220,-0.005452,762,761,51.767578,0.207171,81.006004,443.655396,2283.000000,17.977079,67.136986,-0.029877,-0.059933,0.000000,1,0,0,0,0,1,0,1,1.677000,1.543000,0.552000
2459306.163664,12,81.094353,51.588062,0.027569,-0.356266,-0.248349,-0.004404,-0.465914,0.621519,-0.346739,0.028992,-0.010502,0.027569,51.589649,-0.020320,-0.002484,0.002641,-0.003866,763,761,51.660854,0.213449,80.698708,443.347778,2283.000000,17.977079,67.136986,-0.029877,-0.059933,0.000000,1,0,0,0,0,1,0,1,1.821000,0.841000,0.555000
2459306.163676,12,80.769928,51.461025,-0.032730,-0.213237,0.002557,-0.038950,0.189741,0.315290,0.406826,-0.028610,-0.001637,-0.032730,51.427559,-0.195906,-0.004702,-0.003570,-0.006668,763,761,51.560410,0.200893,80.478737,443.128052,2283.000000,17.977079,67.136986,-0.029877,-0.059933,0.000000,1,0,0,0,0,1,0,1,3.282000,0.840000,1.488000
2459306.163688,12,80.563232,51.321102,0.034120,-0.281485,-0.229642,0.081141,-0.582614,0.585429,-0.472899,0.030144,-0.003559,0.034120,51.357994,0.092975,-0.010148,-0.004694,-0.007638,763,762,51.328125,0.207171,80.138260,442.787476,2283.000000,17.977081,67.136986,-0.029877,-0.059933,0.000000,1,0,0,0,0,1,0,1,2.006000,0.806000,0.880000
2459306.163699,12,80.242218,51.196373,-0.036870,-0.220463,0.051456,0.045616,0.249178,0.149199,0.319344,-0.032295,0.006500,-0.036870,51.175606,0.029525,-0.013152,-0.019587,-0.003729,762,762,51.208847,0.207171,79.940285,442.589722,2283.000000,17.977083,67.136986,-0.029877,-0.059933,0.000000,1,0,0,0,0,1,0,1,1.667000,1.540000,0.550000
2459306.163710,12,80.047493,51.049931,0.027406,-0.245358,-0.354329,0.060258,-0.602247,0.444846,-0.371543,0.028526,-0.005287,0.027406,50.969593,0.049862,-0.010423,-0.016379,0.002550,762,762,50.982841,0.219727,79.632729,442.282104,2283.000000,17.977085,67.136986,-0.029877,-0.059933,0.000000,1,0,0,0,0,1,0,1,1.758000,0.845000,0.552000
2459306.163722,12,79.726021,50.922756,-0.039536,-0.301438,-0.040028,-0.081976,0.211717,0.270145,0.455652,-0.031685,0.006706,-0.039536,50.957180,-0.070988,-0.007856,-0.025349,0.005966,763,762,50.989120,0.213449,79.424019,442.073364,2283.000000,17.977087,67.136986,-0.029877,-0.059933,0.000000,1,0,0,0,0,1,0,1,3.162000,0.845000,1.482000
2459306.163734,12,79.528938,50.773479,0.030105,-0.258558,-0.285708,0.088316,-0.333632,0.642911,-0.427120,0.024399,-0.006260,0.030105,50.764771,0.006639,-0.008964,-0.015407,0.007503,762,762,50.794506,0.226004,79.144066,441.793213,2283.000000,17.977089,67.136986,-0.029877,-0.059933,0.000000,1,0,0,0,0,1,0,1,2.204000,0.842000,0.877000
2459306.163745,12,79.225212,50.643105,-0.029425,-0.155108,0.119879,-0.201751,0.199660,0.260619,0.367482,-0.026184,0.001122,-0.029425,50.601788,0.064557,-0.011013,-0.020758,0.009416,761,762,50.731724,0.213449,78.918732,441.567993,2283.000000,17.977091,67.136986,-0.029877,-0.059933,0.000000,1,0,0,0,0,1,0,1,1.668000,1.300000,0.552000
2459306.163757,12,79.037987,50.500202,0.032777,-0.175722,-0.256292,-0.121791,-0.701479,0.452310,-0.424076,0.038338,-0.003330,0.032777,50.524715,-0.036915,-0.011374,-0.007502,0.010124,762,762,50.461777,0.226004,78.600113,441.249390,2283.000000,17.977091,67.136986,-0.029877,-0.059933,0.000000,1,0,0,0,0,1,0,1,1.663000,0.875000,0.520000
2459306.163769,12,78.721596,50.364227,-0.027113,-0.093255,0.056938,-0.009047,0.227091,0.224650,0.389140,-0.032387,-0.002781,-0.027113,50.322369,-0.015153,-0.011755,-0.010840,0.015417,762,762,50.449219,0.213449,78.424332,441.073608,2283.000000,17.977091,67.136986,-0.029877,-0.059933,0.000000,1,0,0,0,0,1,0,1,2.117000,0.839000,0.551000
2459306.163780,12,78.537033,50.224556,0.032439,-0.271665,-0.391373,0.079047,-0.650503,0.518736,-0.473091,0.029266,-0.004200,0.032439,50.314777,0.071393,-0.013027,0.002854,0.010398,762,761,50.210659,0.219727,78.122246,440.771484,2283.000000,17.977091,67.136986,-0.029877,-0.059933,0.000000,1,0,0,0,0,1,0,1,3.240000,0.801000,1.744000
2459306.163792,12,78.234337,50.083981,-0.030223,-0.358777,0.014569,0.006859,0.266301,0.319231,0.397187,-0.028198,-0.005653,-0.030223,50.005524,-0.068454,-0.014616,-0.003263,0.009935,761,761,50.166714,0.213449,77.918968,440.568237,2283.000000,17.977091,67.136986,-0.029877,-0.059933,0.000000,1,0,0,0,0,1,0,1,1.669000,1.089000,0.556000
2459306.163803,12,78.053673,49.943138,0.028642,-0.152401,-0.309027,0.020537,-0.549245,0.400141,-0.423763,0.030251,-0.008152,0.028642,49.960896,0.128142,-0.014137,0.006341,0.003518,761,761,49.972099,0.219727,77.633446,440.282593,2283.000000,17.977091,67.136986,-0.029877,-0.059933,0.000000,1,0,0,0,0,1,0,1,1.656000,1.096000,0.552000
2459306.163815,12,77.754982,49.815056,-0.028341,-0.260595,0.013939,-0.008175,0.224781,0.100960,0.348098,-0.028961,0.002537,-0.028341,49.804867,-0.011898,-0.008291,0.003660,0.007892,760,761,49.833984,0.213449,77.446434,440.095825,2283.000000,17.977091,67.136986,-0.029877,-0.059933,0.000000,1,0,0,0,0,1,0,1,2.019000,0.838000,0.545000
2459306.163826,12,77.600365,49.668076,0.031900,-0.139770,-0.378794,-0.033686,-0.622499,0.689840,-0.480546,0.021049,0.022873,0.031900,49.686596,-0.003684,-0.002259,0.007306,0.008140,761,761,49.746094,0.219727,77.194122,439.843140,2283.000000,17.977091,67.136986,0.000122,-0.089931,0.000000,1,0,0,0,0,1,0,1,3.268000,0.798000,1.578000
2459306.163838,12,77.303085,49.503494,-0.034475,-0.240260,-0.039223,0.021808,0.405425,0.307838,0.423743,-0.040993,-0.002663,-0.034475,49.565975,-0.094169,-0.004463,0.002073,0.005839,761,761,49.664482,0.213449,77.040154,439.689331,2283.000000,17.977091,67.136986,0.000122,-0.089931,0.000000,1,0,0,0,0,1,0,1,1.687000,0.859000,0.545000
2459306.163850,12,77.138947,49.362251,0.023302,-0.239167,-0.333228,-0.081453,-0.514931,0.555881,-0.411542,0.029594,-0.003788,0.023302,49.305367,-0.003237,-0.004616,0.010719,0.004419,760,761,49.432201,0.226004,76.716187,439.365234,2283.000000,17.977091,67.136986,0.000122,-0.089931,0.000000,1,0,0,0,0,1,0,1,1.653000,1.366000,0.551000
2459306.163861,12,76.845345,49.239498,-0.032141,-0.222314,-0.064232,-0.102767,0.179558,0.220109,0.488394,-0.035278,0.011330,-0.032141,49.183216,-0.110278,-0.003405,0.003075,0.009095,761,761,49.319199,0.219727,76.556664,439.205933,2283.000000,17.977091,67.136986,0.000122,-0.089931,0.000000,1,0,0,0,0,1,0,1,1.903000,0.836000,0.551000
2459306.163873,12,76.684158,49.095409,0.036203,-0.242767,-0.242056,0.065205,-0.577421,0.431067,-0.457360,0.032944,0.006870,0.036203,49.091228,0.007276,-0.005626,0.004349,0.006683,761,761,49.024136,0.219727,76.243477,438.892822,2283.000000,17.977091,67.136986,0.000122,-0.089931,0.000000,1,0,0,0,0,1,0,1,3.216000,0.795000,1.437000
2459306.163884,12,76.389206,48.957527,-0.027231,-0.250421,-0.159707,-0.161259,0.411867,0.184225,0.381574,-0.036835,0.007351,-0.027231,49.009300,-0.056700,-0.008827,-0.008323,-0.000898,763,762,49.024136,0.207171,76.100677,438.750000,2283.000000,17.977091,67.136986,0.000122,-0.089931,0.000000,1,0,0,0,0,1,0,1,1.911000,0.799000,0.788000
2459306.163896,12,76.230247,48.815742,0.034973,-0.187490,-0.310960,-0.100794,-0.488297,0.479861,-0.419468,0.033768,0.007980,0.034973,48.864395,0.047003,-0.009485,-0.000640,-0.004818,762,762,48.791855,0.213449,75.820587,438.469849,2283.000000,17.977091,67.136986,0.000122,-0.089931,0.000000,1,0,0,0,0,1,0,1,1.663000,1.615000,0.551000
2459306.163908,12,75.948265,48.691372,-0.024722,-0.214903,0.020967,-0.027615,0.162401,0.074937,0.336973,-0.022469,0.025021,-0.024722,48.724350,0.000612,-0.004457,-0.009478,-0.007791,762,762,48.710239,0.207171,75.661163,438.310547,2283.000000,17.977093,67.136986,0.000122,-0.089931,0.000000,1,0,0,0,0,1,0,1,1.812000,0.842000,0.554000
2459306.163919,12,75.790184,48.524544,0.030934,-0.146472,-0.246870,0.086317,-0.488571,0.635797,-0.434202,0.039040,-0.001629,0.030934,48.547470,-0.063996,0.001536,-0.008748,-0.008545,759,761,48.553295,0.213449,75.397720,438.046875,2283.000000,17.977093,67.136986,0.000122,-0.089931,0.000000,1,0,0,0,0,1,0,1,3.221000,0.833000,1.473000
2459306.163931,12,75.487862,48.387630,-0.027418,-0.408845,-0.001621,-0.075823,0.414987,0.342471,0.318736,-0.013794,0.001682,-0.027418,48.337551,-0.015553,0.004059,-0.017097,-0.004604,763,761,48.496792,0.213449,75.155960,437.805176,2283.000000,17.977095,67.136986,-0.029877,-0.089931,0.000000,1,0,0,0,0,1,0,1,2.030000,0.804000,0.913000
2459306.163942,12,75.309105,48.237854,0.023550,-0.248784,-0.296470,-0.057411,-0.532449,0.530781,-0.407879,0.022385,-0.009483,0.023550,48.228745,-0.014955,0.008846,-0.011371,0.000215,761,761,48.251953,0.219727,74.985687,437.634888,2283.000000,17.977097,67.136993,-0.029877,-0.089931,0.000000,1,0,0,0,0,1,0,1,1.670000,1.443000,0.555000
2459306.163954,12,75.038712,48.106098,-0.025612,-0.187106,-0.117987,-0.093939,0.250580,0.215866,0.256779,-0.032539,-0.031048,-0.025612,48.060627,0.023009,0.012765,-0.013384,0.003881,761,761,48.176620,0.213449,74.837280,437.486572,2283.000000,17.977097,67.136993,-0.029877,-0.059933,0.000000,1,0,0,0,0,1,0,1,1.715000,0.841000,0.553000
2459306.163965,12,74.889137,47.993752,0.027411,-0.235371,-0.285090,0.095616,-0.524505,0.551562,-0.393848,0.032860,-0.002251,0.027411,48.078957,0.128494,0.011985,0.001818,-0.000941,761,761,47.950615,0.213449,74.535126,437.184448,2283.000000,17.977097,67.136993,-0.029877,-0.059933,0.000000,1,0,0,0,0,1,0,1,2.176000,0.844000,0.552000
2459306.163977,12,74.610344,47.859749,-0.033801,-0.290411,0.053066,0.001942,0.293292,0.260807,0.415200,-0.036217,0.002686,-0.033801,47.940788,-0.071633,0.010280,-0.000947,-0.003533,761,761,47.950615,0.200893,74.403275,437.052612,2283.000000,17.977097,67.136993,-0.029877,-0.059933,0.000000,1,0,0,0,0,1,0,1,3.219000,0.874000,1.821000
2459306.163988,12,74.462769,47.710175,0.029727,-0.165647,-0.257351,0.102618,-0.358747,0.596522,-0.479969,0.026413,-0.006390,0.029727,47.762001,0.018523,0.005252,0.012313,-0.008597,761,761,47.787388,0.207171,74.128883,436.777954,2283.000000,17.977097,67.136993,-0.029877,-0.059933,0.000000,1,0,0,0,0,1,0,1,1.671000,1.194000,0.554000
2459306.164000,12,74.186043,47.581223,-0.033905,-0.210165,0.024219,-0.038094,0.350261,0.336785,0.377233,-0.040939,0.005856,-0.033905,47.683414,-0.053924,0.000815,0.005022,-0.011558,760,761,47.674389,0.207171,73.963844,436.613159,2283.000000,17.977097,67.136993,-0.029877,-0.059933,0.000000,1,0,0,0,0,1,0,1,1.672000,0.997000,0.562000
2459306.164012,12,74.052811,47.431580,0.030839,-0.247429,-0.210660,-0.012565,-0.563961,0.529711,-0.449816,0.030197,-0.004749,0.030839,47.388515,-0.016939,0.000115,0.015969,-0.003627,761,761,47.486050,0.219727,73.694916,436.343994,2283.000000,17.977097,67.136993,-0.029877,-0.059933,0.000000,1,0,0,0,0,1,0,1,2.056000,0.840000,0.551000
2459306.164023,12,73.784492,47.287975,-0.033172,-0.174798,-0.022565,-0.072127,0.269583,0.275189,0.380877,-0.033279,-0.007786,-0.033172,47.291096,-0.040302,0.002480,0.005575,0.000988,761,761,47.404438,0.219727,73.551956,436.201172,2283.000000,17.977097,67.136993,-0.029877,-0.059933,0.000000,1,0,0,0,0,1,0,1,3.245000,0.799000,1.675000
2459306.164035,12,73.649445,47.147644,0.020465,-0.231762,-0.376243,0.092302,-0.441033,0.466947,-0.335121,0.035690,0.024441,0.020465,47.103291,0.075005,0.004957,0.011346,0.005960,759,761,47.147045,0.238560,73.293808,435.942993,2283.000000,17.977097,67.136993,-0.029877,-0.089931,0.000000,1,0,0,0,0,1,0,1,1.690000,0.974000,0.555000
2459306.164046,12,73.379395,46.980915,-0.026575,-0.209598,0.065171,-0.028939,0.390905,0.113835,0.315722,-0.035408,-0.003242,-0.026575,46.884949,-0.093358,0.007398,0.003488,0.011512,761,761,47.059155,0.238560,73.172958,435.822144,2283.000000,17.977098,67.136993,-0.029877,-0.089931,0.000000,1,0,0,0,0,1,0,1,1.663000,1.224000,0.553000
2459306.164058,12,73.251083,46.838154,0.021846,-0.095981,-0.357340,-0.020423,-0.557190,0.454488,-0.435213,0.035614,-0.005493,0.021846,46.932819,-0.013121,0.008673,0.016373,0.009672,761,761,46.826870,0.238560,72.914764,435.563965,2283.000000,17.977098,67.136993,-0.029877,-0.089931,0.000000,1,0,0,0,0,1,0,1,1.946000,0.834000,0.547000
2459306.164069,12,72.979240,46.692692,-0.027112,-0.135285,0.019906,-0.061540,0.351330,0.298858,0.300116,-0.040421,-0.011780,-0.027112,46.696186,-0.063983,0.007783,0.010541,0.017207,761,761,46.845703,0.232282,72.788551,435.437622,2283.000000,17.977098,67.136993,-0.029877,-0.089931,0.000000,1,0,0,0,0,1,0,1,3.240000,0.798000,1.543000
2459306.164081,12,72.852089,46.556786,0.024776,-0.200810,-0.302364,0.139571,-0.454734,0.373363,-0.410901,0.031868,-0.004730,0.024776,46.557594,0.064787,0.008377,0.023305,0.012108,760,761,46.544365,0.232282,72.535728,435.184937,2283.000000,17.977098,67.136993,-0.029877,-0.089931,0.000000,1,0,0,0,0,1,0,1,1.737000,0.796000,0.617000
2459306.164093,12,72.603043,46.422340,-0.024497,-0.193273,0.002178,-0.106240,0.210735,0.154065,0.368762,-0.023819,0.000587,-0.024497,46.492832,-0.043480,0.008718,0.022448,0.009791,760,761,46.512978,0.219727,72.359947,435.009155,2283.000000,17.977098,67.136993,-0.029877,-0.089931,0.000000,1,0,0,0,0,1,0,1,1.677000,1.449000,0.557000
2459306.164104,12,72.470230,46.280552,0.027003,-0.273000,-0.289282,0.091793,-0.479089,0.549868,-0.358268,0.036278,-0.000607,0.027003,46.280251,-0.037949,0.004382,0.026289,-0.004967,759,761,46.356030,0.219727,72.123894,434.772949,2283.000000,17.977098,67.136993,-0.029877,-0.089931,0.000000,1,0,0,0,0,1,0,1,1.860000,0.836000,0.553000
2459306.164116,12,72.205841,46.150635,-0.020427,-0.367267,0.086421,-0.143257,0.297789,0.224119,0.319268,-0.038788,0.008579,-0.020427,46.260849,-0.085643,0.000926,0.014215,-0.007016,760,761,46.274414,0.213449,71.991951,434.641113,2283.000000,17.977098,67.136993,-0.029877,-0.089931,0.000000,1,0,0,0,0,1,0,1,3.249000,0.834000,1.447000
2459306.164128,12,72.084343,46.004314,0.035166,-0.243467,-0.345589,0.072109,-0.470132,0.522279,-0.420502,0.032234,0.004875,0.035166,45.991081,-0.038543,-0.002814,0.019561,-0.009229,760,760,46.042133,0.219727,71.744812,434.393921,2283.000000,17.977098,67.136993,-0.029877,-0.089931,0.000000,1,0,0,0,0,1,0,1,1.925000,0.797000,0.803000
2459306.164139,12,71.823532,45.868591,-0.025935,-0.232213,-0.016899,-0.075362,0.392018,0.083167,0.379674,-0.041451,0.008904,-0.025935,45.871330,-0.039537,-0.006447,0.008708,-0.016066,759,760,45.922852,0.207171,71.623726,434.273071,2283.000000,17.977098,67.136993,-0.029877,-0.089931,0.000000,1,0,0,0,0,1,0,1,1.679000,1.590000,0.559000
2459306.164151,12,71.713936,45.726044,0.029223,-0.268380,-0.240518,-0.060672,-0.561407,0.453594,-0.317334,0.035240,0.007961,0.029223,45.712109,-0.005486,-0.005234,0.014180,-0.017191,759,760,45.784740,0.226004,71.349365,433.998413,2283.000000,17.977098,67.136993,-0.029877,-0.089931,0.000000,1,0,0,0,0,1,0,1,1.787000,0.841000,0.549000
2459306.164162,12,71.454361,45.596451,-0.024252,-0.129429,-0.072681,-0.049659,0.312847,0.105733,0.281572,-0.041977,0.016891,-0.024252,45.596355,-0.065083,-0.003167,0.002614,-0.010112,760,760,45.627792,0.213449,71.277641,433.927002,2283.000000,17.977098,67.136993,-0.029877,-0.089931,0.000000,1,0,0,0,0,1,0,1,3.199000,0.837000,1.485000
2459306.164174,12,71.349312,45.444016,0.021926,-0.207370,-0.305213,0.013580,-0.479066,0.445683,-0.333761,0.032745,0.002079,0.021926,45.487293,0.058745,-0.003598,0.013810,-0.008839,760,760,45.464565,0.226004,70.964722,433.613892,2283.000000,17.977098,67.136993,-0.029877,-0.089931,0.000000,1,0,0,0,0,1,0,1,2.095000,0.832000,0.886000
2459306.164185,12,71.094368,45.306351,-0.028062,-0.186927,-0.006621,-0.042324,0.461057,0.296028,0.262892,-0.040932,0.004257,-0.028062,45.361572,-0.024136,-0.007306,-0.000282,-0.003124,759,760,45.426899,0.219727,70.887802,433.536987,2283.000000,17.977098,67.136993,-0.029877,-0.089931,0.000000,1,0,0,0,0,1,0,1,1.669000,1.358000,0.557000
2459306.164197,12,70.990181,45.157001,0.019574,-0.153529,-0.360732,0.016166,-0.539834,0.549195,-0.369965,0.035896,-0.004353,0.019574,45.222359,0.030162,-0.007999,0.003345,-0.000610,759,760,45.175781,0.226004,70.618629,433.267822,2283.000000,17.977098,67.136993,-0.029877,-0.089931,0.000000,1,0,0,0,0,1,0,1,1.680000,0.843000,0.554000
2459306.164208,12,70.746132,45.015759,-0.032812,-0.291671,0.092005,0.039705,0.249117,0.337512,0.301026,-0.028320,-0.004681,-0.032812,44.968376,0.018618,-0.012472,-0.016307,0.004532,758,760,45.131836,0.226004,70.514275,433.163452,2283.000000,17.977098,67.136993,-0.029877,-0.089931,0.000000,1,0,0,0,0,1,0,1,2.161000,0.841000,0.551000
2459306.164220,12,70.631813,44.872440,0.024000,-0.106314,-0.286991,0.066131,-0.483285,0.466290,-0.327211,0.035545,-0.007301,0.024000,44.815361,-0.009337,-0.015822,-0.009501,0.003201,759,760,44.868164,0.232282,70.234093,432.883301,2283.000000,17.977098,67.136993,-0.029877,-0.089931,0.000000,1,0,0,0,0,1,0,1,2.223000,0.845000,0.870000
2459306.164231,12,70.384315,44.731857,-0.030720,-0.098538,-0.034744,-0.108595,0.255640,0.216550,0.361668,-0.041084,-0.011951,-0.030720,44.760277,0.028640,-0.014549,-0.021951,0.002004,759,760,44.830498,0.219727,70.146187,432.795410,2283.000000,17.977098,67.136993,-0.029877,-0.089931,0.000000,1,0,0,0,0,1,0,1,1.646000,1.179000,0.547000
2459306.164243,12,70.282166,44.594444,0.020811,-0.197335,-0.154638,0.026284,-0.592296,0.474179,-0.367518,0.032799,-0.008270,0.020811,44.548588,0.024503,-0.012404,-0.008823,0.001739,759,760,44.617050,0.238560,69.904579,432.553711,2283.000000,17.977098,67.136993,-0.029877,-0.089931,0.000000,1,0,0,0,0,1,0,1,1.649000,0.987000,0.549000
2459306.164255,12,70.050507,44.467381,-0.029088,-0.181235,0.135905,-0.080709,0.334994,0.193838,0.298446,-0.027588,0.002975,-0.029088,44.478848,0.100207,-0.009537,-0.009177,0.008420,761,760,44.560547,0.238560,69.783699,432.432861,2283.000000,17.977098,67.136993,-0.029877,-0.089931,0.000000,1,0,0,0,0,1,0,1,2.035000,0.841000,0.549000
2459306.164266,12,69.944588,44.316174,0.020849,-0.259764,-0.340931,0.006044,-0.541458,0.468826,-0.367283,0.037811,-0.007500,0.020849,44.333851,0.006585,-0.007847,0.000522,0.009297,759,760,44.334545,0.244838,69.558517,432.207642,2283.000000,17.977098,67.136993,-0.029877,-0.089931,0.000000,1,0,0,0,0,1,0,1,3.234000,0.801000,1.668000
2459306.164278,12,69.688293,44.187725,-0.028706,-0.261951,-0.042055,-0.096661,0.305525,0.175230,0.418834,-0.020821,0.001606,-0.028706,44.184761,-0.064793,-0.004189,-0.008053,0.006968,760,760,44.284321,0.232282,69.415642,432.064819,2283.000000,17.977098,67.136993,-0.059875,-0.089931,0.000000,1,0,0,0,0,1,0,1,1.646000,0.974000,0.547000
2459306.164289,12,69.574181,44.051346,0.025614,-0.081192,-0.316156,0.079072,-0.642582,0.407293,-0.402264,0.033241,0.004204,0.025614,44.135029,0.008515,0.001202,0.007587,0.001937,760,760,44.020649,0.238560,69.168396,431.817627,2283.000000,17.977098,67.136993,-0.059875,-0.089931,0.000000,1,0,0,0,0,1,0,1,1.651000,1.251000,0.554000
2459306.164301,12,69.336929,43.908813,-0.024766,-0.267146,0.134552,-0.131102,0.400222,0.209472,0.307616,-0.036064,0.001476,-0.024766,43.931637,-0.039764,0.000772,0.001219,0.003815,760,760,44.008095,0.232282,69.091560,431.740723,2283.000000,17.977098,67.136993,-0.059875,-0.089931,0.000000,1,0,0,0,0,1,0,1,1.947000,0.844000,0.555000
2459306.164312,12,69.236984,43.773186,0.027573,-0.122496,-0.331443,0.063888,-0.501709,0.292638,-0.359788,0.027756,0.003155,0.027573,43.776524,0.042286,-0.001976,0.007714,0.003204,759,759,43.731865,0.238560,68.871735,431.520996,2283.000000,17.977098,67.136993,-0.059875,-0.089931,0.000000,1,0,0,0,0,1,0,1,3.217000,0.805000,1.509000
2459306.164324,12,69.008255,43.633404,-0.026880,-0.257269,0.015498,-0.029063,0.436771,0.229837,0.314779,-0.036636,0.002140,-0.026880,43.706276,0.001971,-0.006170,0.000552,0.005598,758,759,43.725586,0.238560,68.761993,431.411133,2283.000000,17.977098,67.136993,-0.059875,-0.089931,0.000000,1,0,0,0,0,1,0,1,1.771000,0.800000,0.659000
2459306.164336,12,68.917938,43.497181,0.021805,-0.174453,-0.270170,-0.030021,-0.419094,0.524116,-0.261954,0.036873,0.005238,0.021805,43.438011,-0.000540,-0.009213,0.005176,0.006986,760,760,43.468193,0.244838,68.547676,431.196899,2283.000000,17.977098,67.136993,-0.059875,-0.089931,0.000000,1,0,0,0,0,1,0,1,1.656000,1.500000,0.548000
2459306.164347,12,68.687073,43.362530,-0.023478,-0.186148,0.027107,-0.130574,0.378524,0.117921,0.357303,-0.034248,0.007393,-0.023478,43.391739,-0.054370,-0.010503,-0.006881,0.009425,760,760,43.392860,0.232282,68.476196,431.125488,2283.000000,17.977098,67.136993,-0.059875,-0.089931,0.000000,1,0,0,0,0,1,0,1,1.826000,0.847000,0.542000
2459306.164359,12,68.600250,43.209000,0.027708,-0.167882,-0.267436,-0.141929,-0.645943,0.528651,-0.463009,0.039391,-0.007759,0.027708,43.169186,0.060382,-0.010571,-0.000914,0.006388,761,760,43.279858,0.244838,68.146935,430.795898,2283.000000,17.977098,67.136993,-0.059875,-0.089931,0.000000,1,0,0,0,0,1,0,1,2.357000,0.835000,0.540000
2459306.164370,12,68.367340,43.088821,-0.021053,-0.177145,0.029714,0.014299,0.245215,0.181495,0.260862,-0.033516,0.011013,-0.021053,43.028374,-0.064662,-0.011744,-0.010394,0.002439,760,760,43.141743,0.232282,68.064270,430.713501,2283.000000,17.977098,67.136993,-0.059875,-0.089931,0.000000,1,0,0,0,0,1,0,1,1.961000,0.797000,0.850000
2459306.164382,12,68.274696,42.941761,0.022584,-0.137937,-0.331686,0.014961,-0.584322,0.411555,-0.353176,0.032623,0.004189,0.022584,42.979458,-0.054456,-0.010212,-0.008980,0.002109,759,759,42.896904,0.251116,67.855507,430.504761,2283.000000,17.977098,67.136993,-0.059875,-0.089931,0.000000,1,0,0,0,0,1,0,1,1.645000,1.575000,0.544000
2459306.164394,12,68.050873,42.808636,-0.018547,-0.246382,0.022780,-0.067037,0.387825,0.129928,0.274382,-0.034081,0.009567,-0.018547,42.915428,0.081650,-0.009908,-0.019533,0.011961,759,759,42.903183,0.251116,67.778778,430.427856,2283.000000,17.977098,67.136993,-0.059875,-0.089931,0.000000,1,0,0,0,0,1,0,1,1.750000,0.837000,0.550000
2459306.164405,12,67.969963,42.665318,0.020226,-0.081441,-0.328341,0.065252,-0.711271,0.585876,-0.354664,0.038643,0.002605,0.020226,42.705193,0.040836,-0.007255,-0.007258,0.009044,760,760,42.746235,0.257394,67.526245,430.175171,2283.000000,17.977098,67.136993,-0.059875,-0.089931,0.000000,1,0,0,0,0,1,0,1,2.220000,0.842000,0.552000
2459306.164417,12,67.736961,42.532673,-0.019426,-0.046701,0.045335,0.037184,0.358438,0.240585,0.274068,-0.040520,0.007416,-0.019426,42.556076,0.047576,-0.005290,-0.016175,0.009037,759,759,42.652065,0.238560,67.531593,430.180664,2283.000000,17.977098,67.136993,-0.059875,-0.089931,0.000000,1,0,0,0,0,1,0,1,2.117000,0.833000,0.880000
2459306.164428,12,67.659569,42.387512,0.024214,-0.211130,-0.317489,0.057553,-0.593802,0.595778,-0.427423,0.032860,-0.032127,0.024214,42.299210,-0.009030,0.000334,-0.010990,0.010315,759,759,42.476284,0.257394,67.284592,429.933472,2283.000000,17.977098,67.136993,-0.059875,-0.059933,0.000000,1,0,0,0,0,1,0,1,1.672000,1.328000,0.548000
